Date,Open,High,Low,Close,Adj Close,Volume
2017-04-20,35.30500030517578,35.72999954223633,35.290000915527344,35.61000061035156,33.327919006347656,93278400
2017-04-21,35.61000061035156,35.66999816894531,35.462501525878906,35.567501068115234,33.28815460205078,69283600
2017-04-24,35.875,35.98749923706055,35.79499816894531,35.90999984741211,33.60869598388672,68537200
2017-04-25,35.977500915527344,36.224998474121094,35.967498779296875,36.13249969482422,33.816951751708984,75486000
2017-04-26,36.11750030517578,36.150001525878906,35.845001220703125,35.91999816894531,33.61806106567383,80164800
2017-04-27,35.97999954223633,36.040000915527344,35.82749938964844,35.9474983215332,33.643795013427734,56985200
2017-04-28,36.022499084472656,36.07500076293945,35.817501068115234,35.912498474121094,33.61103439331055,83441600
2017-05-01,36.275001525878906,36.79999923706055,36.2400016784668,36.64500045776367,34.29659652709961,134411600
2017-05-02,36.8849983215332,37.022499084472656,36.709999084472656,36.877498626708984,34.514198303222656,181408800
2017-05-03,36.397499084472656,36.872501373291016,36.067501068115234,36.76499938964844,34.408905029296875,182788000
2017-05-04,36.630001068115234,36.78499984741211,36.45249938964844,36.63249969482422,34.28489685058594,93487600
2017-05-05,36.689998626708984,37.244998931884766,36.689998626708984,37.2400016784668,34.85347366333008,109310800
2017-05-08,37.25749969482422,38.42499923706055,37.25749969482422,38.252498626708984,35.80108642578125,195009600
2017-05-09,38.467498779296875,38.720001220703125,38.36249923706055,38.497501373291016,36.0303840637207,156521600
2017-05-10,38.407501220703125,38.48500061035156,38.02750015258789,38.314998626708984,35.859561920166016,103222800
2017-05-11,38.11249923706055,38.51750183105469,38.07749938964844,38.48749923706055,36.169700622558594,109020400
2017-05-12,38.67499923706055,39.10499954223633,38.66749954223633,39.025001525878906,36.674835205078125,130108000
2017-05-15,39.002498626708984,39.162498474121094,38.76250076293945,38.92499923706055,36.58085632324219,104038800
2017-05-16,38.98500061035156,39.01499938964844,38.68000030517578,38.86750030517578,36.52680969238281,80194000
2017-05-17,38.400001525878906,38.64250183105469,37.4275016784668,37.5625,35.3004035949707,203070800
2017-05-18,37.817501068115234,38.334999084472656,37.782501220703125,38.1349983215332,35.838417053222656,134272800
2017-05-19,38.345001220703125,38.494998931884766,38.157501220703125,38.26499938964844,35.96060562133789,107843200
2017-05-22,38.5,38.64500045776367,38.227500915527344,38.497501373291016,36.179107666015625,91865600
2017-05-23,38.724998474121094,38.724998474121094,38.32749938964844,38.45000076293945,36.134456634521484,79675600
2017-05-24,38.459999084472656,38.54249954223633,38.16749954223633,38.334999084472656,36.02638244628906,76712000
2017-05-25,38.432498931884766,38.587501525878906,38.25749969482422,38.467498779296875,36.150901794433594,76942400
2017-05-26,38.5,38.560001373291016,38.32749938964844,38.40250015258789,36.08982467651367,87710400
2017-05-30,38.35499954223633,38.60749816894531,38.33250045776367,38.41749954223633,36.103904724121094,80507600
2017-05-31,38.49250030517578,38.54249954223633,38.095001220703125,38.189998626708984,35.89012145996094,97804800
2017-06-01,38.29249954223633,38.33250045776367,38.05500030517578,38.29499816894531,35.988792419433594,65616400
2017-06-02,38.39500045776367,38.86249923706055,38.22249984741211,38.86249923706055,36.522117614746094,111082800
2017-06-05,38.584999084472656,38.61249923706055,38.3650016784668,38.48249816894531,36.165000915527344,101326800
2017-06-06,38.474998474121094,38.95249938964844,38.44499969482422,38.61249923706055,36.287174224853516,106499600
2017-06-07,38.755001068115234,38.994998931884766,38.619998931884766,38.842498779296875,36.503318786621094,84278400
2017-06-08,38.8125,38.8849983215332,38.599998474121094,38.747501373291016,36.414039611816406,85003200
2017-06-09,38.79750061035156,38.79750061035156,36.505001068115234,37.244998931884766,35.00202560424805,259530800
2017-06-12,36.435001373291016,36.522499084472656,35.627498626708984,36.35499954223633,34.165611267089844,289229200
2017-06-13,36.790000915527344,36.86249923706055,36.287498474121094,36.647499084472656,34.440513610839844,136661600
2017-06-14,36.875,36.875,35.959999084472656,36.290000915527344,34.10453414916992,126124800
2017-06-15,35.83000183105469,36.119998931884766,35.5525016784668,36.0724983215332,33.9001350402832,128661600
2017-06-16,35.94499969482422,36.125,35.54999923706055,35.567501068115234,33.42555236816406,201444400
2017-06-19,35.915000915527344,36.685001373291016,35.915000915527344,36.584999084472656,34.38176727294922,130165600
2017-06-20,36.717498779296875,36.717498779296875,36.23500061035156,36.252498626708984,34.06928634643555,99600400
2017-06-21,36.380001068115234,36.51750183105469,36.15250015258789,36.467498779296875,34.27135467529297,85063200
2017-06-22,36.442501068115234,36.67499923706055,36.279998779296875,36.407501220703125,34.2149658203125,76425200
2017-06-23,36.282501220703125,36.790000915527344,36.27750015258789,36.56999969482422,34.367679595947266,141757600
2017-06-26,36.79249954223633,37.06999969482422,36.345001220703125,36.45500183105469,34.25960922241211,102769600
2017-06-27,36.252498626708984,36.540000915527344,35.904998779296875,35.932498931884766,33.76856231689453,99047600
2017-06-28,36.122501373291016,36.52750015258789,35.790000915527344,36.45750045776367,34.26195526123047,88329600
2017-06-29,36.1775016784668,36.282501220703125,35.56999969482422,35.91999816894531,33.75681686401367,125997600
2017-06-30,36.11249923706055,36.2400016784668,35.94499969482422,36.005001068115234,33.836700439453125,92096400
2017-07-03,36.220001220703125,36.32500076293945,35.775001525878906,35.875,33.71453094482422,57111200
2017-07-05,35.92250061035156,36.1974983215332,35.68000030517578,36.022499084472656,33.853145599365234,86278400
2017-07-06,35.755001068115234,35.875,35.602500915527344,35.682498931884766,33.53361511230469,96515200
2017-07-07,35.724998474121094,36.1875,35.724998474121094,36.04499816894531,33.87429428100586,76806800
2017-07-10,36.02750015258789,36.48749923706055,35.842498779296875,36.26499938964844,34.08103942871094,84362400
2017-07-11,36.182498931884766,36.462501525878906,36.095001220703125,36.38249969482422,34.191471099853516,79127200
2017-07-12,36.467498779296875,36.54499816894531,36.20500183105469,36.435001373291016,34.240806579589844,99538000
2017-07-13,36.375,37.122501373291016,36.36000061035156,36.942501068115234,34.717742919921875,100797600
2017-07-14,36.99250030517578,37.33250045776367,36.83250045776367,37.2599983215332,35.0161247253418,80528400
2017-07-17,37.20500183105469,37.724998474121094,37.14250183105469,37.38999938964844,35.13829803466797,95174000
2017-07-18,37.29999923706055,37.532501220703125,37.16749954223633,37.52000045776367,35.260459899902344,71475200
2017-07-19,37.619998931884766,37.85499954223633,37.48749923706055,37.755001068115234,35.481319427490234,83692000
2017-07-20,37.875,37.935001373291016,37.54750061035156,37.584999084472656,35.32154846191406,68974800
2017-07-21,37.497501373291016,37.61000061035156,37.220001220703125,37.567501068115234,35.30509948730469,105010400
2017-07-24,37.64500045776367,38.11000061035156,37.474998474121094,38.022499084472656,35.73270797729492,85972800
2017-07-25,37.95000076293945,38.459999084472656,37.95000076293945,38.185001373291016,35.88541793823242,75415600
2017-07-26,38.337501525878906,38.48249816894531,38.26499938964844,38.3650016784668,36.05458068847656,63124000
2017-07-27,38.4375,38.497501373291016,36.82500076293945,37.63999938964844,35.373226165771484,129905200
2017-07-28,37.47249984741211,37.557498931884766,37.29750061035156,37.375,35.124202728271484,68854800
2017-07-31,37.474998474121094,37.58250045776367,37.032501220703125,37.182498931884766,34.94328689575195,79383600
2017-08-01,37.275001525878906,37.55500030517578,37.102500915527344,37.51250076293945,35.253421783447266,141474400
2017-08-02,39.81999969482422,39.9375,39.040000915527344,39.28499984741211,36.91917037963867,279747200
2017-08-03,39.26250076293945,39.3025016784668,38.755001068115234,38.89250183105469,36.55030059814453,108389200
2017-08-04,39.01750183105469,39.349998474121094,38.92250061035156,39.09749984741211,36.74296951293945,82239600
2017-08-07,39.26499938964844,39.72999954223633,39.16749954223633,39.70249938964844,37.3115348815918,87481200
2017-08-08,39.650001525878906,40.45750045776367,39.567501068115234,40.02000045776367,37.60991668701172,144823600
2017-08-09,39.814998626708984,40.317501068115234,39.77750015258789,40.26499938964844,37.84015655517578,104526000
2017-08-10,39.974998474121094,40.0,38.657501220703125,38.83000183105469,36.6348762512207,163217200
2017-08-11,39.150001525878906,39.64250183105469,39.01750183105469,39.369998931884766,37.14434051513672,105028400
2017-08-14,39.83000183105469,40.0525016784668,39.6875,39.962501525878906,37.70336151123047,88490800
2017-08-15,40.165000915527344,40.54999923706055,40.03499984741211,40.400001525878906,38.11612319946289,117862000
2017-08-16,40.48500061035156,40.627498626708984,40.037498474121094,40.23749923706055,37.962799072265625,110686400
2017-08-17,40.130001068115234,40.1775016784668,39.459999084472656,39.46500015258789,37.23397445678711,111762400
2017-08-18,39.46500015258789,39.875,39.18000030517578,39.375,37.1490592956543,109712400
2017-08-21,39.375,39.47249984741211,38.77750015258789,39.3025016784668,37.08066940307617,105474000
2017-08-22,39.557498931884766,40.0,39.505001068115234,39.94499969482422,37.68684387207031,86418400
2017-08-23,39.76750183105469,40.11750030517578,39.720001220703125,39.994998931884766,37.73400115966797,77596400
2017-08-24,40.10749816894531,40.185001373291016,39.63750076293945,39.817501068115234,37.566558837890625,79275600
2017-08-25,39.912498474121094,40.13999938964844,39.817501068115234,39.96500015258789,37.70572280883789,101920400
2017-08-28,40.03499984741211,40.5,39.98249816894531,40.36750030517578,38.085453033447266,103864000
2017-08-29,40.025001525878906,40.779998779296875,40.0,40.727500915527344,38.42511749267578,118067600
2017-08-30,40.95000076293945,40.97249984741211,40.65250015258789,40.837501525878906,38.528900146484375,109078400
2017-08-31,40.90999984741211,41.130001068115234,40.869998931884766,41.0,38.68220138549805,107140400
2017-09-01,41.20000076293945,41.23500061035156,40.907501220703125,41.01250076293945,38.69399642944336,66364400
2017-09-05,40.9375,41.0625,40.13999938964844,40.52000045776367,38.229339599609375,117874000
2017-09-06,40.6775016784668,40.747501373291016,40.130001068115234,40.477500915527344,38.189239501953125,86606800
2017-09-07,40.522499084472656,40.560001373291016,40.09000015258789,40.314998626708984,38.03591537475586,87714000
2017-09-08,40.21500015258789,40.287498474121094,39.63249969482422,39.657501220703125,37.415592193603516,114446000
2017-09-11,40.125,40.51250076293945,39.97249984741211,40.375,38.092533111572266,126323200
2017-09-12,40.65250015258789,40.9900016784668,39.692501068115234,40.21500015258789,37.94158172607422,286856000
2017-09-13,39.967498779296875,39.9900016784668,39.477500915527344,39.912498474121094,37.65617752075195,179629600
2017-09-14,39.747501373291016,39.849998474121094,39.522499084472656,39.56999969482422,37.333030700683594,95042800
2017-09-15,39.61750030517578,40.24250030517578,39.5,39.970001220703125,37.710426330566406,196458400
2017-09-18,40.02750015258789,40.125,39.5,39.66749954223633,37.42502975463867,113077600
2017-09-19,39.877498626708984,39.942501068115234,39.61000061035156,39.682498931884766,37.439186096191406,83242400
2017-09-20,39.474998474121094,39.564998626708984,38.45750045776367,39.01750183105469,36.81178283691406,211805600
2017-09-21,38.95000076293945,38.95000076293945,38.1875,38.34749984741211,36.17965316772461,150046800
2017-09-22,37.8849983215332,38.067501068115234,37.63999938964844,37.97249984741211,35.82585144042969,186581600
2017-09-25,37.497501373291016,37.95750045776367,37.290000915527344,37.63750076293945,35.50978088378906,177549200
2017-09-26,37.94499969482422,38.47999954223633,37.92250061035156,38.28499984741211,36.12068557739258,146640000
2017-09-27,38.45000076293945,38.68000030517578,38.3849983215332,38.557498931884766,36.37777328491211,102016800
2017-09-28,38.47249984741211,38.56999969482422,38.17499923706055,38.31999969482422,36.15370178222656,88022000
2017-09-29,38.3025016784668,38.532501220703125,38.0,38.529998779296875,36.351829528808594,105199200
2017-10-02,38.564998626708984,38.61249923706055,38.18000030517578,38.45249938964844,36.278709411621094,74795200
2017-10-03,38.502498626708984,38.772499084472656,38.477500915527344,38.619998931884766,36.436744689941406,64921200
2017-10-04,38.407501220703125,38.46500015258789,38.1150016784668,38.369998931884766,36.20087814331055,80655200
2017-10-05,38.54499816894531,38.86000061035156,38.51250076293945,38.84749984741211,36.65138244628906,85135200
2017-10-06,38.74250030517578,38.872501373291016,38.63999938964844,38.82500076293945,36.630157470703125,69630400
2017-10-09,38.95249938964844,39.182498931884766,38.872501373291016,38.959999084472656,36.75752639770508,65051600
2017-10-10,39.01499938964844,39.5,38.775001525878906,38.974998474121094,36.77167892456055,62468000
2017-10-11,38.99250030517578,39.244998931884766,38.9375,39.13750076293945,36.92498779296875,67622400
2017-10-12,39.087501525878906,39.342498779296875,38.932498931884766,39.0,36.79527282714844,64500400
2017-10-13,39.182498931884766,39.31999969482422,39.102500915527344,39.247501373291016,37.02877426147461,65576800
2017-10-16,39.474998474121094,40.0,39.412498474121094,39.970001220703125,37.710426330566406,96486000
2017-10-17,39.94499969482422,40.217498779296875,39.807498931884766,40.11750030517578,37.84959411621094,75989200
2017-10-18,40.10499954223633,40.1775016784668,39.900001525878906,39.939998626708984,37.68212890625,65496800
2017-10-19,39.1875,39.27000045776367,38.755001068115234,38.994998931884766,36.790550231933594,170336800
2017-10-20,39.15250015258789,39.4375,38.9900016784668,39.0625,36.8542366027832,95896400
2017-10-23,39.22249984741211,39.42250061035156,38.875,39.04249954223633,36.83536148071289,87937200
2017-10-24,39.0724983215332,39.35499954223633,39.04999923706055,39.275001525878906,37.05472183227539,71028800
